CELL_LINE_NAME	DRUG_NAME	MAX_CONC	LN_IC50
RD	Crizotinib	10	4.245749
REH	Crizotinib	10	2.756959
RF-48	Crizotinib	10	3.127405
RKO	Crizotinib	10	1.696033
RPMI-6666	Crizotinib	10	1.372748
RS4-11	Crizotinib	10	1.002875
RT-112	Crizotinib	10	3.6596
Saos-2	Crizotinib	10	4.044382
SAS	Crizotinib	10	1.769109
SCC-9	Crizotinib	10	3.635749
SH-4	Crizotinib	10	3.545505
SJRH30	Crizotinib	10	2.644339
SK-CO-1	Crizotinib	10	0.589754
SK-HEP-1	Crizotinib	10	3.313131
SK-LMS-1	Crizotinib	10	2.803541
SK-LU-1	Crizotinib	10	4.566349
SKM-1	Crizotinib	10	2.67459
SK-MEL-24	Crizotinib	10	2.665068
SK-MES-1	Crizotinib	10	4.070267
SK-MG-1	Crizotinib	10	4.394893
SK-PN-DW	Crizotinib	10	0.910731
SK-UT-1	Crizotinib	10	2.839643
SNG-M	Crizotinib	10	3.103412
SNU-387	Crizotinib	10	4.437218
SNU-423	Crizotinib	10	2.854364
SNU-449	Crizotinib	10	3.531261
SNU-C2B	Crizotinib	10	3.526413
SUP-T1	Crizotinib	10	2.422969
SW13	Crizotinib	10	2.976512
SW1088	Crizotinib	10	4.325019
SW1116	Crizotinib	10	2.814452
SW1417	Crizotinib	10	3.353111
SW1463	Crizotinib	10	2.912331
SW1710	Crizotinib	10	4.189617
SW48	Crizotinib	10	0.330058
SW626	Crizotinib	10	4.586245
SW684	Crizotinib	10	5.613396
SW837	Crizotinib	10	3.182779
SW872	Crizotinib	10	3.241909
SW948	Crizotinib	10	1.05129
SW982	Crizotinib	10	3.68641
T84	Crizotinib	10	2.658156
TGBC11TKB	Crizotinib	10	3.115045
TUR	Crizotinib	10	0.988794
TYK-nu	Crizotinib	10	4.572827
U-2-OS	Crizotinib	10	3.872285
U-698-M	Crizotinib	10	0.918413
UMC-11	Crizotinib	10	3.819329
VM-CUB-1	Crizotinib	10	2.529889
VMRC-RCZ	Crizotinib	10	5.524487
WM-115	Crizotinib	10	3.957308
WSU-NHL	Crizotinib	10	2.554687
YAPC	Crizotinib	10	5.229918
YH-13	Crizotinib	10	2.010481
ZR-75-30	Crizotinib	10	5.306343
RCC10RGB	Crizotinib	10	5.641572
KURAMOCHI	Crizotinib	10	5.329448
KM-H2	Crizotinib	10	2.66039
HuO-3N1	Crizotinib	10	3.862835
OE19	Crizotinib	10	2.924624
Ramos-2G6-4C10	Crizotinib	10	1.370663
RPMI-8866	Crizotinib	10	0.356724
PSN1	Crizotinib	10	4.223972
OAW-42	Crizotinib	10	4.195393
OE33	Crizotinib	10	0.630628
CW-2	Crizotinib	10	3.229372
COLO-320-HSR	Crizotinib	10	1.82303
ATN-1	Crizotinib	10	0.559062
CESS	Crizotinib	10	1.568215
COLO-678	Crizotinib	10	4.980518
COLO-684	Crizotinib	10	2.863084
COLO-668	Crizotinib	10	3.394992
LN-405	Crizotinib	10	5.012513
TGBC24TKB	Crizotinib	10	4.722915
BFTC-909	Crizotinib	10	3.875403
C2BBe1	Crizotinib	10	4.225673
AsPC-1	Crizotinib	10	6.238592
CA46	Crizotinib	10	3.333867
AU565	Crizotinib	10	3.065072
BALL-1	Crizotinib	10	1.347655
BL-41	Crizotinib	10	1.593064
BV-173	Crizotinib	10	0.014928
IA-LM	Crizotinib	10	4.741486
TGW	Crizotinib	10	3.359049
AN3-CA	Crizotinib	10	3.03411
A204	Crizotinib	10	4.662604
NY	Crizotinib	10	3.329582
C3A	Crizotinib	10	5.369881
A427	Crizotinib	10	2.834429
CAL-85-1	Crizotinib	10	2.153863
CHL-1	Crizotinib	10	3.848046
NCI-H1651	Crizotinib	10	3.573346
RPMI-7951	Crizotinib	10	1.734299
SCC-4	Crizotinib	10	4.163746
SNU-C1	Crizotinib	10	1.328145
ST486	Crizotinib	10	0.922694
SCC-15	Crizotinib	10	4.679881
CAPAN-2	Crizotinib	10	5.251181
CAL-27	Crizotinib	10	2.373276
BC-1	Crizotinib	10	0.148974
A704	Crizotinib	10	1.821336
A101D	Crizotinib	10	2.405517
769-P	Crizotinib	10	4.082145
23132-87	Crizotinib	10	3.922377
BFTC-905	Crizotinib	10	2.348665
CAL-51	Crizotinib	10	2.91315
SCC-3	Crizotinib	10	-1.301034
GAK	Crizotinib	10	2.41846
AM-38	Crizotinib	10	1.391766
A4-Fuk	Crizotinib	10	-0.190812
A3-KAW	Crizotinib	10	0.458569
DOK	Crizotinib	10	1.966831
CHP-134	Crizotinib	10	2.981084
NEC8	Crizotinib	10	0.642688
CAS-1	Crizotinib	10	5.066599
ALL-PO	Crizotinib	10	0.232561
OCI-AML2	Crizotinib	10	0.898497
MFM-223	Crizotinib	10	2.840466
CML-T1	Crizotinib	10	-1.377982
CAL-54	Crizotinib	10	4.389663
EFO-21	Crizotinib	10	6.171354
LS-1034	Crizotinib	10	2.111426
22RV1	Crizotinib	10	3.282176
8505C	Crizotinib	10	4.636209
B-CPAP	Crizotinib	10	4.288122
BPH-1	Crizotinib	10	3.797485
CAL-39	Crizotinib	10	1.873486
CaR-1	Crizotinib	10	2.064993
HDLM-2	Crizotinib	10	3.467105
HO-1-N-1	Crizotinib	10	3.418242
HTC-C3	Crizotinib	10	3.87639
KLE	Crizotinib	10	5.522347
K5	Crizotinib	10	3.570525
L-363	Crizotinib	10	1.23112
MDA-MB-415	Crizotinib	10	3.761636
NCI-H250	Crizotinib	10	6.144736
NCI-H1975	Crizotinib	10	4.165293
MDA-MB-157	Crizotinib	10	3.872488
MKN45	Crizotinib	10	-2.070705
NCI-H810	Crizotinib	10	2.914225
NOS-1	Crizotinib	10	3.547882
PANC-08-13	Crizotinib	10	5.011115
PANC-10-05	Crizotinib	10	3.613897
RL95-2	Crizotinib	10	3.833645
RO82-W-1	Crizotinib	10	5.423817
SiHa	Crizotinib	10	4.630066
SKG-IIIa	Crizotinib	10	3.3878
TE-9	Crizotinib	10	3.396742
TE-6	Crizotinib	10	4.421661
TE-12	Crizotinib	10	3.997379
TC-YIK	Crizotinib	10	2.941786
BT-474	Crizotinib	10	4.858981
OAW-28	Crizotinib	10	3.715923
LCLC-97TM1	Crizotinib	10	2.648999
D-263MG	Crizotinib	10	3.926736
D-392MG	Crizotinib	10	3.446172
CAMA-1	Crizotinib	10	3.140214
M059J	Crizotinib	10	3.367208
HAL-01	Crizotinib	10	1.722819
ES8	Crizotinib	10	0.798981
ES4	Crizotinib	10	4.428802
ES6	Crizotinib	10	2.806166
EW-7	Crizotinib	10	3.240139
EW-3	Crizotinib	10	1.673229
EW-1	Crizotinib	10	2.269672
EW-18	Crizotinib	10	3.235831
EW-16	Crizotinib	10	3.332158
EW-13	Crizotinib	10	4.233643
EW-22	Crizotinib	10	2.944963
EW-24	Crizotinib	10	3.448285
NB10	Crizotinib	10	3.078297
NB7	Crizotinib	10	3.981299
NB13	Crizotinib	10	2.81988
NB14	Crizotinib	10	2.515647
RH-1	Crizotinib	10	2.634893
Jurkat	Crizotinib	10	1.381985
LS-180	Crizotinib	10	2.440594
BICR22	Crizotinib	10	3.663504
BICR78	Crizotinib	10	4.860682
CCK-81	Crizotinib	10	1.449377
CL-40	Crizotinib	10	2.174027
EN	Crizotinib	10	3.214823
ES-2	Crizotinib	10	3.003457
G-MEL	Crizotinib	10	2.899584
NCI-H2591	Crizotinib	10	6.094531
NCI-H2595	Crizotinib	10	3.346928
NCI-H2731	Crizotinib	10	1.632099
NCI-H2803	Crizotinib	10	4.727823
NCI-H2804	Crizotinib	10	3.938868
NCI-H2810	Crizotinib	10	3.516542
NCI-H2869	Crizotinib	10	3.013178
NCI-H3118	Crizotinib	10	4.103607
NCI-H513	Crizotinib	10	5.294597
HARA	Crizotinib	10	1.869883
HCC-15	Crizotinib	10	2.915449
HCC-366	Crizotinib	10	2.426394
HCC-44	Crizotinib	10	3.926284
HCC-827	Crizotinib	10	2.908262
Hep3B2-1-7	Crizotinib	10	3.193581
Hs-746T	Crizotinib	10	-1.458762
IGR-37	Crizotinib	10	3.490338
IHH-4	Crizotinib	10	3.539663
IM-95	Crizotinib	10	-0.290348
JHH-2	Crizotinib	10	4.559839
JHH-4	Crizotinib	10	4.323082
JHH-6	Crizotinib	10	4.58181
JHH-7	Crizotinib	10	3.924377
JHU-022	Crizotinib	10	4.62409
KYM-1	Crizotinib	10	2.303674
KYSE-220	Crizotinib	10	1.752648
LN-18	Crizotinib	10	3.671175
LN-229	Crizotinib	10	4.486332
MDA-MB-436	Crizotinib	10	5.625777
MDST8	Crizotinib	10	1.350839
MFE-319	Crizotinib	10	1.011567
MS751	Crizotinib	10	3.836357
NB(TU)1-10	Crizotinib	10	0.910375
NCI-H1869	Crizotinib	10	4.59528
NCI-H1915	Crizotinib	10	3.983213
NCI-H1944	Crizotinib	10	4.181378
NCI-H196	Crizotinib	10	5.242682
NCI-H2023	Crizotinib	10	3.352245
NCI-H211	Crizotinib	10	1.832446
NCI-H3122	Crizotinib	10	-0.875471
NCI-H841	Crizotinib	10	4.140248
OSC-20	Crizotinib	10	4.963728
OV-90	Crizotinib	10	4.095622
OVISE	Crizotinib	10	4.681849
OVMIU	Crizotinib	10	3.976704
PA-TU-8988T	Crizotinib	10	4.633911
PL18	Crizotinib	10	4.83557
RERF-GC-1B	Crizotinib	10	4.168905
RH-41	Crizotinib	10	2.678851
SISO	Crizotinib	10	3.443175
SKN	Crizotinib	10	3.740915
SNU-182	Crizotinib	10	4.792777
SNU-398	Crizotinib	10	4.116366
SU8686	Crizotinib	10	6.469134
SUIT-2	Crizotinib	10	5.534985
TC-71	Crizotinib	10	2.244142
TOV-21G	Crizotinib	10	3.180049
TT2609-C02	Crizotinib	10	6.101086
WM278	Crizotinib	10	4.705408
SUP-B15	Crizotinib	10	0.852049
H3255	Crizotinib	10	4.734509
OCI-AML3	Crizotinib	10	1.698191
ASH-3	Crizotinib	10	3.749933
BICR10	Crizotinib	10	4.505701
CAL-29	Crizotinib	10	1.847687
CAL-78	Crizotinib	10	2.092989
CL-11	Crizotinib	10	2.442864
CL-34	Crizotinib	10	1.211475
DAN-G	Crizotinib	10	2.244255
EFM-192A	Crizotinib	10	4.661498
G-292-Clone-A141B1	Crizotinib	10	5.02177
NCI-H2369	Crizotinib	10	4.522248
NCI-H2373	Crizotinib	10	4.355506
NCI-H2461	Crizotinib	10	1.179338
NCI-H2722	Crizotinib	10	5.973902
NCI-H2795	Crizotinib	10	2.150289
NCI-H2818	Crizotinib	10	4.255824
HCC1428	Crizotinib	10	3.131997
HCC-78	Crizotinib	10	1.090552
HDQ-P1	Crizotinib	10	2.69044
ALL-SIL	Crizotinib	10	-0.514039
AMO-1	Crizotinib	10	0.77421
DND-41	Crizotinib	10	1.362787
EJM	Crizotinib	10	2.154715
Farage	Crizotinib	10	3.16687
HeLa	Crizotinib	10	3.428774
HPAC	Crizotinib	10	3.790081
huH-1	Crizotinib	10	3.774857
JHH-1	Crizotinib	10	4.20128
JIMT-1	Crizotinib	10	3.054825
KMRC-20	Crizotinib	10	3.491833
KP-1N	Crizotinib	10	4.689328
KP-2	Crizotinib	10	3.901325
KP-3	Crizotinib	10	5.752322
KYSE-50	Crizotinib	10	4.132899
LC-1-sq	Crizotinib	10	3.537587
LOU-NH91	Crizotinib	10	4.290448
NCI-H1435	Crizotinib	10	4.085807
NCI-H1568	Crizotinib	10	4.595935
NCI-H1781	Crizotinib	10	3.08462
NCI-H2135	Crizotinib	10	7.325708
NUGC-4	Crizotinib	10	2.409391
OCUM-1	Crizotinib	10	4.821562
OE21	Crizotinib	10	4.097242
OVTOKO	Crizotinib	10	4.74397
PANC-02-03	Crizotinib	10	4.40279
PA-TU-8902	Crizotinib	10	3.972655
PCI-4B	Crizotinib	10	3.050669
PL4	Crizotinib	10	2.753212
QGP-1	Crizotinib	10	5.185413
RERF-LC-KJ	Crizotinib	10	3.730537
RERF-LC-Sq1	Crizotinib	10	2.384161
RKN	Crizotinib	10	3.699399
SAT	Crizotinib	10	3.982841
SCC90	Crizotinib	10	3.261324
SKN-3	Crizotinib	10	3.686081
SW1271	Crizotinib	10	4.127948
TOV-112D	Crizotinib	10	2.728935
VCaP	Crizotinib	10	4.407453
WM1552C	Crizotinib	10	3.397495
WM793B	Crizotinib	10	2.716201
GA-10	Crizotinib	10	1.095125
GRANTA-519	Crizotinib	10	3.979048
HCC1500	Crizotinib	10	4.138305
CHSA8926	Crizotinib	10	1.586109
Hs-445	Crizotinib	10	1.316013
JJN-3	Crizotinib	10	1.953049
JSC-1	Crizotinib	10	2.459959
JURL-MK1	Crizotinib	10	-1.404049
KARPAS-1106P	Crizotinib	10	3.069271
KARPAS-231	Crizotinib	10	2.419057
KARPAS-620	Crizotinib	10	1.557794
KCL-22	Crizotinib	10	0.349566
KOPN-8	Crizotinib	10	1.480113
L-1236	Crizotinib	10	1.408898
MDA-MB-330	Crizotinib	10	5.431672
ME-1	Crizotinib	10	3.566206
MOLM-13	Crizotinib	10	-0.781927
MOLP-8	Crizotinib	10	-0.004181
NCI-H1876	Crizotinib	10	2.263522
OCI-AML5	Crizotinib	10	2.763631
OCI-M1	Crizotinib	10	1.548857
P32-ISH	Crizotinib	10	-0.403664
PWR-1E	Crizotinib	10	3.752048
RC-K8	Crizotinib	10	3.551256
SLVL	Crizotinib	10	1.643763
SU-DHL-10	Crizotinib	10	1.539234
SU-DHL-5	Crizotinib	10	1.747764
SU-DHL-6	Crizotinib	10	0.879324
SU-DHL-8	Crizotinib	10	0.979787
SUP-HD1	Crizotinib	10	2.093833
SUP-M2	Crizotinib	10	-1.775584
TK	Crizotinib	10	2.132313
VAL	Crizotinib	10	2.401788
WIL2-NS	Crizotinib	10	0.305168
DOV13	Crizotinib	10	2.928448
Hey	Crizotinib	10	5.100356
OV-56	Crizotinib	10	5.381289
OVK-18	Crizotinib	10	3.7944
PEO1	Crizotinib	10	5.180615
FLO-1	Crizotinib	10	2.552342
OACp4C	Crizotinib	10	3.868061
OACM5-1	Crizotinib	10	4.417202
SK-GT-2	Crizotinib	10	3.201817
SK-GT-4	Crizotinib	10	6.001195
ESO26	Crizotinib	10	3.024938
ESO51	Crizotinib	10	-2.094149
KYAE-1	Crizotinib	10	2.458644
EMC-BAC-2	Crizotinib	10	2.873565
TE-4	Crizotinib	10	3.452599
NCC010	Crizotinib	10	4.091696
RCC-JW	Crizotinib	10	3.733547
MM1S	Crizotinib	10	2.299741
SNU-1040	Crizotinib	10	2.177635
SNU-175	Crizotinib	10	1.074029
SNU-407	Crizotinib	10	1.022202
SNU-61	Crizotinib	10	4.639399
SNU-81	Crizotinib	10	3.748088
SNU-C5	Crizotinib	10	1.935018
DiFi	Crizotinib	10	3.479417
HCC1395	Crizotinib	10	2.196564
HCC1599	Crizotinib	10	2.049297
HCC2218	Crizotinib	10	4.622847
MDA-MB-175-VII	Crizotinib	10	6.550677
NCI-H508	Crizotinib	10	1.385694
UACC-893	Crizotinib	10	5.528528
UACC-812	Crizotinib	10	3.879638
CAL-148	Crizotinib	10	1.777121
BT-483	Crizotinib	10	5.70508
MC-CAR	Rapamycin	0.02	-1.889827
PFSK-1	Rapamycin	0.02	-2.65381
A673	Rapamycin	0.02	-3.965398
ES7	Rapamycin	0.02	-1.39401
EW-11	Rapamycin	0.02	-3.903627
SK-ES-1	Rapamycin	0.02	-3.81416
COLO-829	Rapamycin	0.02	0.719999
5637	Rapamycin	0.02	-0.501841
RT4	Rapamycin	0.02	-4.355451
SW780	Rapamycin	0.02	-2.453919
TCCSUP	Rapamycin	0.02	-0.777843
C-33-A	Rapamycin	0.02	-2.283531
C-4-I	Rapamycin	0.02	-2.119697
ME-180	Rapamycin	0.02	-1.828772
42-MG-BA	Rapamycin	0.02	-3.730394
8-MG-BA	Rapamycin	0.02	-2.905466
A172	Rapamycin	0.02	-3.281351
GB-1	Rapamycin	0.02	-0.673672
T98G	Rapamycin	0.02	-3.029339
U-118-MG	Rapamycin	0.02	-2.638386
U-87-MG	Rapamycin	0.02	-3.221399
NCI-H720	Rapamycin	0.02	-3.041987
Calu-3	Rapamycin	0.02	-2.399391
COR-L23	Rapamycin	0.02	-2.303854
LK-2	Rapamycin	0.02	-0.59393
NCI-H1623	Rapamycin	0.02	-1.960269
NCI-H1648	Rapamycin	0.02	-1.434856
NCI-H1650	Rapamycin	0.02	0.838067
NCI-H1693	Rapamycin	0.02	-1.119667
NCI-H1838	Rapamycin	0.02	-1.697614
NCI-H2085	Rapamycin	0.02	-0.206961
NCI-H2170	Rapamycin	0.02	-3.867035
NCI-H2228	Rapamycin	0.02	-1.126619
NCI-H2342	Rapamycin	0.02	-3.377505
NCI-H2347	Rapamycin	0.02	0.248784
NCI-H2405	Rapamycin	0.02	-0.039958
NCI-H661	Rapamycin	0.02	0.029737
COR-L311	Rapamycin	0.02	-2.427248
DMS-114	Rapamycin	0.02	-3.631344
DMS-273	Rapamycin	0.02	-3.00868
NCI-H1048	Rapamycin	0.02	-1.050158
NCI-H1092	Rapamycin	0.02	-0.924084
NCI-H1417	Rapamycin	0.02	-1.558348
NCI-H209	Rapamycin	0.02	-2.80784
NCI-H2141	Rapamycin	0.02	-0.327757
NCI-H446	Rapamycin	0.02	-3.171874
NCI-H526	Rapamycin	0.02	-1.273674
NCI-H64	Rapamycin	0.02	-0.117233
NCI-H69	Rapamycin	0.02	-2.840378
NCI-H82	Rapamycin	0.02	-2.95265
NCI-H2052	Rapamycin	0.02	-2.598919
SK-N-DZ	Rapamycin	0.02	-1.362579
SK-N-FI	Rapamycin	0.02	-2.783566
VA-ES-BJ	Rapamycin	0.02	-1.329385
VMRC-LCD	Rapamycin	0.02	-1.374592
LU-139	Rapamycin	0.02	-3.12095
SBC-5	Rapamycin	0.02	-3.322943
LU-135	Rapamycin	0.02	-1.384407
SK-N-SH	Rapamycin	0.02	-2.765728
NCI-H2122	Rapamycin	0.02	-1.402654
NCI-H650	Rapamycin	0.02	-0.691587
NCI-H929	Rapamycin	0.02	-5.181873
SK-N-AS	Rapamycin	0.02	-0.852747
NCI-H1299	Rapamycin	0.02	-2.907719
NCI-H2087	Rapamycin	0.02	-0.804302
UM-UC-3	Rapamycin	0.02	-0.802354
SW756	Rapamycin	0.02	0.985999
NCI-H727	Rapamycin	0.02	-0.351247
Calu-6	Rapamycin	0.02	-0.655314
LU-65	Rapamycin	0.02	-3.841608
NCI-H1355	Rapamycin	0.02	-0.550464
NCI-H1792	Rapamycin	0.02	-2.176237
HPAF-II	Rapamycin	0.02	-0.356086
MIA-PaCa-2	Rapamycin	0.02	-1.163085
SHP-77	Rapamycin	0.02	-1.440459
NCI-H2009	Rapamycin	0.02	-2.696799
SW1573	Rapamycin	0.02	0.19739
SW900	Rapamycin	0.02	-1.215865
TE-5	Rapamycin	0.02	-1.201962
HCC1954	Rapamycin	0.02	-3.040542
HCC1143	Rapamycin	0.02	-2.180077
HCC1187	Rapamycin	0.02	-1.193934
HCC1395	Rapamycin	0.02	-2.415325
HCC1937	Rapamycin	0.02	-1.945775
HCC2157	Rapamycin	0.02	-2.536617
HCC38	Rapamycin	0.02	-1.112519
BB49-HNC	Rapamycin	0.02	-5.316723
Ca9-22	Rapamycin	0.02	-3.904083
CADO-ES1	Rapamycin	0.02	-3.259922
CAL-33	Rapamycin	0.02	-1.766985
CPC-N	Rapamycin	0.02	-1.557455
CTV-1	Rapamycin	0.02	-3.482566
DSH1	Rapamycin	0.02	-3.103991
EBC-1	Rapamycin	0.02	-1.904986
EC-GI-10	Rapamycin	0.02	-3.164139
EPLC-272H	Rapamycin	0.02	-2.89244
HO-1-u-1	Rapamycin	0.02	-4.108666
HSC-2	Rapamycin	0.02	-3.586785
IM-9	Rapamycin	0.02	-7.71628
J82	Rapamycin	0.02	-3.685624
KNS-62	Rapamycin	0.02	-1.06967
KP-4	Rapamycin	0.02	-0.891272
KYSE-140	Rapamycin	0.02	-3.26933
KYSE-410	Rapamycin	0.02	-2.185866
KYSE-520	Rapamycin	0.02	-2.100643
KYSE-70	Rapamycin	0.02	0.240426
LB771-HNC	Rapamycin	0.02	-1.322682
LB831-BLC	Rapamycin	0.02	-2.027366
LB996-RCC	Rapamycin	0.02	-3.430402
LCLC-103H	Rapamycin	0.02	-0.721605
LU-165	Rapamycin	0.02	0.167283
LXF-289	Rapamycin	0.02	-1.776344
MS-1	Rapamycin	0.02	-1.647078
NCI-H1563	Rapamycin	0.02	-3.015947
NCI-H835	Rapamycin	0.02	-0.7552
PC-14	Rapamycin	0.02	-2.662706
SBC-3	Rapamycin	0.02	-3.624885
SK-MM-2	Rapamycin	0.02	-1.160623
TE-15	Rapamycin	0.02	-1.721904
U-266	Rapamycin	0.02	-1.833321
BE2-M17	Rapamycin	0.02	-1.40796
KELLY	Rapamycin	0.02	-3.284523
SIMA	Rapamycin	0.02	-2.10658
TE-1	Rapamycin	0.02	-0.479435
CAPAN-1	Rapamycin	0.02	-0.228409
OVCAR-3	Rapamycin	0.02	-1.926953
PC-3	Rapamycin	0.02	-2.36193
DU-145	Rapamycin	0.02	-1.231374
HCT-116	Rapamycin	0.02	-2.339152
HCT-15	Rapamycin	0.02	-3.932269
HL-60	Rapamycin	0.02	-1.807912
HT-29	Rapamycin	0.02	-1.289972
K-562	Rapamycin	0.02	-1.257039
NCI-H226	Rapamycin	0.02	0.580974
NCI-H23	Rapamycin	0.02	-0.819237
NCI-H522	Rapamycin	0.02	-2.48774
T47D	Rapamycin	0.02	-1.544311
MCF7	Rapamycin	0.02	-4.494175
786-0	Rapamycin	0.02	-3.390631
A498	Rapamycin	0.02	-2.545508
A549	Rapamycin	0.02	-3.916118
ACHN	Rapamycin	0.02	-3.153357
BT-549	Rapamycin	0.02	-3.053713
CCRF-CEM	Rapamycin	0.02	-3.235055
SK-MEL-2	Rapamycin	0.02	-1.283277
Hs-578-T	Rapamycin	0.02	-3.938546
MOLT-4	Rapamycin	0.02	-1.143455
SK-OV-3	Rapamycin	0.02	-1.011286
MDA-MB-231	Rapamycin	0.02	-3.39179
COLO-205	Rapamycin	0.02	-1.418858
SW620	Rapamycin	0.02	-0.656439
RPMI-8226	Rapamycin	0.02	-3.733868
SR	Rapamycin	0.02	-5.915153
NCI-H322M	Rapamycin	0.02	-2.145148
IGROV-1	Rapamycin	0.02	-3.449259
OVCAR-5	Rapamycin	0.02	-2.311137
HCC2998	Rapamycin	0.02	-2.250034
HOP-62	Rapamycin	0.02	-3.154796
HOP-92	Rapamycin	0.02	-1.063678
LOXIMVI	Rapamycin	0.02	-2.733592
M14	Rapamycin	0.02	-1.846828
UACC-62	Rapamycin	0.02	-0.695151
UACC-257	Rapamycin	0.02	0.206374
SN12C	Rapamycin	0.02	-0.058274
TK10	Rapamycin	0.02	-1.297037
U251	Rapamycin	0.02	-0.368176
SF539	Rapamycin	0.02	-3.447012
SF268	Rapamycin	0.02	-0.287944
KM12	Rapamycin	0.02	-3.335507
OVCAR-4	Rapamycin	0.02	-1.192279
OVCAR-8	Rapamycin	0.02	-2.841444
BxPC-3	Rapamycin	0.02	-2.870148
BHT-101	Rapamycin	0.02	-0.851778
Becker	Rapamycin	0.02	-4.524852
BE-13	Rapamycin	0.02	-3.877417
ARH-77	Rapamycin	0.02	-6.509055
AGS	Rapamycin	0.02	-4.638671
A2058	Rapamycin	0.02	-2.576992
A375	Rapamycin	0.02	-0.255224
A253	Rapamycin	0.02	-2.459755
8305C	Rapamycin	0.02	-0.815744
647-V	Rapamycin	0.02	-1.485814
639-V	Rapamycin	0.02	-2.110662
697	Rapamycin	0.02	-4.264462
BT-20	Rapamycin	0.02	-1.564861
A2780	Rapamycin	0.02	-2.488776
COR-L105	Rapamycin	0.02	-3.413202
COR-L88	Rapamycin	0.02	-0.747477
COLO-824	Rapamycin	0.02	-2.019703
COLO-792	Rapamycin	0.02	-1.764191
COLO-680N	Rapamycin	0.02	-1.34651
COLO-679	Rapamycin	0.02	-0.883221
CHP-212	Rapamycin	0.02	-3.878084
CFPAC-1	Rapamycin	0.02	-1.74453
Ca-Ski	Rapamycin	0.02	-3.314597
CAL-120	Rapamycin	0.02	-3.134307
CAL-72	Rapamycin	0.02	-3.656581
CAL-62	Rapamycin	0.02	-1.263169
C32	Rapamycin	0.02	-0.4181
Daudi	Rapamycin	0.02	-3.253585
DB	Rapamycin	0.02	-3.696087
Daoy	Rapamycin	0.02	-2.549367
D-283MED	Rapamycin	0.02	-3.146804
DBTRG-05MG	Rapamycin	0.02	1.410667
DEL	Rapamycin	0.02	-6.217003
Detroit562	Rapamycin	0.02	-3.853181
DG-75	Rapamycin	0.02	-5.399164
DK-MG	Rapamycin	0.02	-2.396888
DoTc2-4510	Rapamycin	0.02	-1.175478
DU-4475	Rapamycin	0.02	-2.413356
EB2	Rapamycin	0.02	-3.573387
EB-3	Rapamycin	0.02	-6.086116
ECC10	Rapamycin	0.02	-1.568199
EFM-19	Rapamycin	0.02	-1.174549
EGI-1	Rapamycin	0.02	0.855991
EM-2	Rapamycin	0.02	-2.89394
EoL-1-cell	Rapamycin	0.02	-3.008307
ETK-1	Rapamycin	0.02	-3.572955
EVSA-T	Rapamycin	0.02	-2.966049
FADU	Rapamycin	0.02	-1.007058
G-361	Rapamycin	0.02	-1.757949
GAMG	Rapamycin	0.02	-3.363847
GCIY	Rapamycin	0.02	-2.398186
GDM-1	Rapamycin	0.02	-1.65573
GI-1	Rapamycin	0.02	-1.652917
GI-ME-N	Rapamycin	0.02	-0.184279
GOTO	Rapamycin	0.02	-0.546893
GR-ST	Rapamycin	0.02	-5.422229
GCT	Rapamycin	0.02	-3.086941
ESS-1	Rapamycin	0.02	-2.964105
H4	Rapamycin	0.02	-5.376872
H9	Rapamycin	0.02	-3.747204
HC-1	Rapamycin	0.02	-3.735462
HCC1419	Rapamycin	0.02	-0.912671
HCC1806	Rapamycin	0.02	-2.622048
HCC70	Rapamycin	0.02	-3.535149
HD-MY-Z	Rapamycin	0.02	-4.383166
HEC-1	Rapamycin	0.02	-0.605902
HGC-27	Rapamycin	0.02	-4.64528
HH	Rapamycin	0.02	-2.553643
HLE	Rapamycin	0.02	-3.403025
HMV-II	Rapamycin	0.02	-1.383532
HOS	Rapamycin	0.02	-1.588425
HSC-3	Rapamycin	0.02	-3.101397
HSC-4	Rapamycin	0.02	-1.75747
HT-1080	Rapamycin	0.02	-0.262483
HT-1197	Rapamycin	0.02	-2.093394
HT-1376	Rapamycin	0.02	-1.10397
HT-144	Rapamycin	0.02	-2.874194
HT-3	Rapamycin	0.02	-0.53782
HuCCT1	Rapamycin	0.02	-1.477161
HuH-7	Rapamycin	0.02	-1.591017
HuO9	Rapamycin	0.02	-3.902337
IGR-1	Rapamycin	0.02	-1.674717
IMR-5	Rapamycin	0.02	-3.273264
IST-MEL1	Rapamycin	0.02	-3.793418
IST-MES1	Rapamycin	0.02	-1.59888
JiyoyeP-2003	Rapamycin	0.02	-6.699022
JVM-2	Rapamycin	0.02	-6.000779
JVM-3	Rapamycin	0.02	-6.842737
KALS-1	Rapamycin	0.02	-2.920276
KARPAS-45	Rapamycin	0.02	-1.884295
KARPAS-299	Rapamycin	0.02	-2.976597
KARPAS-422	Rapamycin	0.02	-5.425851
KATOIII	Rapamycin	0.02	-0.123093
KE-37	Rapamycin	0.02	-3.770553
KG-1	Rapamycin	0.02	-3.116291
KINGS-1	Rapamycin	0.02	-1.904082
KMOE-2	Rapamycin	0.02	-1.37794
KMS-12-BM	Rapamycin	0.02	-3.35941
HuP-T3	Rapamycin	0.02	-0.881117
HuP-T4	Rapamycin	0.02	-0.474632
HT55	Rapamycin	0.02	-2.588151
H-EMC-SS	Rapamycin	0.02	-2.106506
GP5d	Rapamycin	0.02	-1.62707
DMS-53	Rapamycin	0.02	-2.551584
